,Unnamed: 0,fact,context,annotators,response,model,Understandable,Natural,MaintainsContext,Engaging,UsesKnowledge,Overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met,relev_met
23,23,"your persona: i like to take walks.
your persona: i don't drink soda.
your persona: i've a boyfriend.
your persona: i like to eat hamburgers and french fries.
","hello there , how are you ?
i am well and you ? in honor of aim i'll ask a s l
45 m chicago in town . just trying to stay away from the bars
i am 37 f tampa . i like my walks on the beach and cheeseburgers in paradise .
funny thing is i came from farm life
i was named after a horse . my boyfriend likes to may nay sounds at me .
sounds like the crazy medicine i take
just do not mix with alcohol or can get crazy around here .
i used to be an alcoholic so no can do
i tend to stick to my water only . soda is worse !
that's what everyone should strive for
as long as i have my french fries !
well everyone can cheat once in a while
of course . now all of this has made me hungry .
you can go for some grub
",mckenna,"i will try that . i am a bit of a tea person .
",Seq2Seq,1,2,3,3,1,3,poor,poor,moderate,moderate,poor,moderate,0.999797796,0.999829374,0.012072515,0.507749761,0.052637327,0.514417355,69.37316132,0,-1.827159762,-1.68704927,0.03335557,0.070224719,0.860633612,0.787576914,0.822486103,0.861281097,0.833065808,0.84693855,0.142857143,0.142857143,0.142857143,10.54187161,9.926580429,3.475388445,1.162118781,3.628993034,2.794638872,-5.409513224,-4.284574258,0.028238906
24,24,"your persona: i like to take walks.
your persona: i don't drink soda.
your persona: i've a boyfriend.
your persona: i like to eat hamburgers and french fries.
","hello there , how are you ?
i am well and you ? in honor of aim i'll ask a s l
45 m chicago in town . just trying to stay away from the bars
i am 37 f tampa . i like my walks on the beach and cheeseburgers in paradise .
funny thing is i came from farm life
i was named after a horse . my boyfriend likes to may nay sounds at me .
sounds like the crazy medicine i take
just do not mix with alcohol or can get crazy around here .
i used to be an alcoholic so no can do
i tend to stick to my water only . soda is worse !
that's what everyone should strive for
as long as i have my french fries !
well everyone can cheat once in a while
of course . now all of this has made me hungry .
you can go for some grub
",shikib,"i do not know what to say .
",Language Model,1,3,1,1,0,3,poor,moderate,poor,poor,poor,moderate,0.999410365,0.999561983,0.00266779,0.01276945,0.000539565,0.402989831,24.04654884,0,-1.394388914,-1.424426079,0.020093771,0.057142857,0.824475825,0.773481429,0.798164904,0.837133586,0.82317549,0.830095828,0.108108108,0.108108108,0.108108108,5.40865469,5.242043257,0.869906057,0.009785948,2.062838793,1.07468009,-5.398298709,-4.231932972,0.028271154
25,25,"your persona: i like to take walks.
your persona: i don't drink soda.
your persona: i've a boyfriend.
your persona: i like to eat hamburgers and french fries.
","hello there , how are you ?
i am well and you ? in honor of aim i'll ask a s l
45 m chicago in town . just trying to stay away from the bars
i am 37 f tampa . i like my walks on the beach and cheeseburgers in paradise .
funny thing is i came from farm life
i was named after a horse . my boyfriend likes to may nay sounds at me .
sounds like the crazy medicine i take
just do not mix with alcohol or can get crazy around here .
i used to be an alcoholic so no can do
i tend to stick to my water only . soda is worse !
that's what everyone should strive for
as long as i have my french fries !
well everyone can cheat once in a while
of course . now all of this has made me hungry .
you can go for some grub
",maxine,"i do not know what to say .
",Language Model,1,3,1,1,0,2,poor,moderate,poor,poor,poor,poor,0.999410365,0.999561983,0.00266779,0.01276945,0.000539565,0.402989831,24.04654884,0,-1.394388914,-1.424426079,0.020093771,0.057142857,0.824475825,0.773481429,0.798164904,0.837133586,0.82317549,0.830095828,0.108108108,0.108108108,0.108108108,5.40865469,5.242043257,0.869906057,0.009785948,2.062838793,1.07468009,-5.398298709,-4.231932972,0.028271154
26,26,"your persona: i like to take walks.
your persona: i don't drink soda.
your persona: i've a boyfriend.
your persona: i like to eat hamburgers and french fries.
","hello there , how are you ?
i am well and you ? in honor of aim i'll ask a s l
45 m chicago in town . just trying to stay away from the bars
i am 37 f tampa . i like my walks on the beach and cheeseburgers in paradise .
funny thing is i came from farm life
i was named after a horse . my boyfriend likes to may nay sounds at me .
sounds like the crazy medicine i take
just do not mix with alcohol or can get crazy around here .
i used to be an alcoholic so no can do
i tend to stick to my water only . soda is worse !
that's what everyone should strive for
as long as i have my french fries !
well everyone can cheat once in a while
of course . now all of this has made me hungry .
you can go for some grub
",mckenna,"i do not know what to say .
",Language Model,1,3,1,2,0,2,poor,moderate,poor,poor,poor,poor,0.999410365,0.999561983,0.00266779,0.01276945,0.000539565,0.402989831,24.04654884,0,-1.394388914,-1.424426079,0.020093771,0.057142857,0.824475825,0.773481429,0.798164904,0.837133586,0.82317549,0.830095828,0.108108108,0.108108108,0.108108108,5.40865469,5.242043257,0.869906057,0.009785948,2.062838793,1.07468009,-5.398298709,-4.231932972,0.028271154
27,27,"your persona: i like to take walks.
your persona: i don't drink soda.
your persona: i've a boyfriend.
your persona: i like to eat hamburgers and french fries.
","hello there , how are you ?
i am well and you ? in honor of aim i'll ask a s l
45 m chicago in town . just trying to stay away from the bars
i am 37 f tampa . i like my walks on the beach and cheeseburgers in paradise .
funny thing is i came from farm life
i was named after a horse . my boyfriend likes to may nay sounds at me .
sounds like the crazy medicine i take
just do not mix with alcohol or can get crazy around here .
i used to be an alcoholic so no can do
i tend to stick to my water only . soda is worse !
that's what everyone should strive for
as long as i have my french fries !
well everyone can cheat once in a while
of course . now all of this has made me hungry .
you can go for some grub
",shikib,"maybe i'll take go for a walk and get a burger after .
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999647501,0.999671763,0.997683351,0.99960385,0.998410907,0.999003474,92.1216507,0,-1.832888722,-1.083439946,0.04922263,0.084269663,0.853630364,0.787432253,0.819196105,0.869588256,0.844590664,0.856907189,0.186046512,0.186046512,0.186046512,11.60664535,11.38892514,6.211084709,5.118467055,5.754249096,4.925109386,-5.383498229,-4.132628829,0.030945385
28,28,"your persona: i like to take walks.
your persona: i don't drink soda.
your persona: i've a boyfriend.
your persona: i like to eat hamburgers and french fries.
","hello there , how are you ?
i am well and you ? in honor of aim i'll ask a s l
45 m chicago in town . just trying to stay away from the bars
i am 37 f tampa . i like my walks on the beach and cheeseburgers in paradise .
funny thing is i came from farm life
i was named after a horse . my boyfriend likes to may nay sounds at me .
sounds like the crazy medicine i take
just do not mix with alcohol or can get crazy around here .
i used to be an alcoholic so no can do
i tend to stick to my water only . soda is worse !
that's what everyone should strive for
as long as i have my french fries !
well everyone can cheat once in a while
of course . now all of this has made me hungry .
you can go for some grub
",maxine,"maybe i'll take go for a walk and get a burger after .
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999647501,0.999671763,0.997683351,0.99960385,0.998410907,0.999003474,92.1216507,0,-1.832888722,-1.083439946,0.04922263,0.084269663,0.853630364,0.787432194,0.819196105,0.869588256,0.844590664,0.856907189,0.186046512,0.186046512,0.186046512,11.60664535,11.38892514,6.211084709,5.118467055,5.754249096,4.925109386,-5.383498229,-4.132628829,0.030945385
29,29,"your persona: i like to take walks.
your persona: i don't drink soda.
your persona: i've a boyfriend.
your persona: i like to eat hamburgers and french fries.
","hello there , how are you ?
i am well and you ? in honor of aim i'll ask a s l
45 m chicago in town . just trying to stay away from the bars
i am 37 f tampa . i like my walks on the beach and cheeseburgers in paradise .
funny thing is i came from farm life
i was named after a horse . my boyfriend likes to may nay sounds at me .
sounds like the crazy medicine i take
just do not mix with alcohol or can get crazy around here .
i used to be an alcoholic so no can do
i tend to stick to my water only . soda is worse !
that's what everyone should strive for
as long as i have my french fries !
well everyone can cheat once in a while
of course . now all of this has made me hungry .
you can go for some grub
",mckenna,"maybe i'll take go for a walk and get a burger after .
",New Human Generated,1,2,3,3,1,4,poor,poor,moderate,moderate,poor,high,0.999647501,0.999671763,0.997683351,0.99960385,0.998410907,0.999003474,92.1216507,0,-1.832888722,-1.083439946,0.04922263,0.084269663,0.853630364,0.787432253,0.819196105,0.869588256,0.844590664,0.856907189,0.186046512,0.186046512,0.186046512,11.60664535,11.38892514,6.211084709,5.118467055,5.754249096,4.925109386,-5.383498229,-4.132628829,0.030945385
30,30,"your persona: i enjoy reading journals and guides related to psychology.
your persona: my parents taught me survival skills.
your persona: i am also a graduate student.
your persona: i walk dogs for a living.
your persona: i'm an avid kayaker.
","hi ! how are you ? i just moved from germany to usa , nice place so far !
that's great , i am a grad student
do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !
",shikib,"kayaking and reading psychology books
",Original Ground Truth,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.99380664,0.995815587,0.997192636,0.989239108,0.46606315,0.888423424,960.5234375,0,-1.324888468,-1.077214479,0.024390244,0.042283298,0.807001889,0.758694232,0.782102823,0.852516711,0.808510661,0.829930723,0.127659574,0.127659574,0.127659574,5.202366054,5.202433646,3.468530595,2.977030545,4.004005432,3.479697466,-2.489806966,-3.881299574,0.020066185
31,31,"your persona: i enjoy reading journals and guides related to psychology.
your persona: my parents taught me survival skills.
your persona: i am also a graduate student.
your persona: i walk dogs for a living.
your persona: i'm an avid kayaker.
","hi ! how are you ? i just moved from germany to usa , nice place so far !
that's great , i am a grad student
do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !
",maxine,"kayaking and reading psychology books
",Original Ground Truth,1,3,3,3,1,4,poor,moderate,moderate,moderate,poor,high,0.99380664,0.995815587,0.997192636,0.989239108,0.46606315,0.888423424,960.5234375,0,-1.324888468,-1.077214479,0.024390244,0.042283298,0.807001889,0.758694232,0.782102823,0.852516711,0.808510661,0.829930723,0.127659574,0.127659574,0.127659574,5.202366054,5.202433646,3.468530595,2.977030545,4.004005432,3.479697466,-2.489806966,-3.881299574,0.020066185
32,32,"your persona: i enjoy reading journals and guides related to psychology.
your persona: my parents taught me survival skills.
your persona: i am also a graduate student.
your persona: i walk dogs for a living.
your persona: i'm an avid kayaker.
","hi ! how are you ? i just moved from germany to usa , nice place so far !
that's great , i am a grad student
do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !
",mckenna,"kayaking and reading psychology books
",Original Ground Truth,1,3,3,2,1,4,poor,moderate,poor,moderate,poor,high,0.99380664,0.995815587,0.997192636,0.989239108,0.46606315,0.888423424,960.5234375,0,-1.324888468,-1.077214479,0.024390244,0.042283298,0.807001889,0.758694232,0.782102823,0.852516711,0.808510661,0.829930723,0.127659574,0.127659574,0.127659574,5.202366054,5.202433646,3.468530595,2.977030545,4.004005432,3.479697466,-2.489806966,-3.881299574,0.020066185
33,33,"your persona: i enjoy reading journals and guides related to psychology.
your persona: my parents taught me survival skills.
your persona: i am also a graduate student.
your persona: i walk dogs for a living.
your persona: i'm an avid kayaker.
","hi ! how are you ? i just moved from germany to usa , nice place so far !
that's great , i am a grad student
do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !
",shikib,"you are going skydiving ? working on an acrylic canvas peace for a skydiving school
",KV-MemNN,1,3,2,3,0,3,poor,moderate,moderate,poor,poor,moderate,0.997418126,0.997350688,0.05785878,1.955378041,0.983677237,0.998336574,139.9232941,0,-1.362516046,-1.529383421,0.05952381,0.065346791,0.822501063,0.804444194,0.813372433,0.811617255,0.818288326,0.814939141,0.117647059,0.117647059,0.117647059,13.92599523,13.483495,4.465339985,3.150582355,5.071511269,2.217847824,-2.598858354,-3.615330112,0.017475542
